case_id,category,cycle,rst,start,input_valid,no_path_in,min_key_occupancy_u16,bottleneck_fidelity_u16,offered_request_load_u16,utilization_imbalance_u16,expected_ready,expected_busy,expected_done,expected_output_valid,expected_invalid_state,expected_stall,expected_no_path_out,expected_state_id,expected_proposed_action,expected_selected_action,expected_profile_payload_hex,expected_switched,expected_dwell_count_sat,notes
integrated_0019,pipeline_wait,19,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,156,2,2,14399,0,1,registered pipeline wait 2
integrated_0020,dwell_hold,20,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,158,1,2,14399,0,2,manual H4 trace decision 4; completion after N+3
integrated_0021,back_to_back_requests,21,0,1,1,0,32768,60948,32768,16384,0,1,0,0,0,0,0,158,1,2,14399,0,2,manual H4 trace decision 5
integrated_0022,pipeline_wait,22,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,158,1,2,14399,0,2,registered pipeline wait 1
integrated_0023,pipeline_wait,23,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,158,1,2,14399,0,2,registered pipeline wait 2
integrated_0024,dwell_hold,24,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,170,0,2,14399,0,3,manual H4 trace decision 5; completion after N+3
integrated_0025,back_to_back_requests,25,0,1,1,0,32768,60948,49151,16384,0,1,0,0,0,0,0,170,0,2,14399,0,3,manual H4 trace decision 6
integrated_0026,pipeline_wait,26,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,170,0,2,14399,0,3,registered pipeline wait 1
integrated_0027,pipeline_wait,27,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,170,0,2,14399,0,3,registered pipeline wait 2
integrated_0028,dwell_switch,28,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,174,0,0,13329,1,1,manual H4 trace decision 6; completion after N+3
integrated_0029,back_to_back_requests,29,0,1,1,0,32768,60948,16384,16384,0,1,0,0,0,0,0,174,0,0,13329,0,1,manual H4 trace decision 7
integrated_0030,pipeline_wait,30,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,174,0,0,13329,0,1,registered pipeline wait 1
integrated_0031,pipeline_wait,31,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,174,0,0,13329,0,1,registered pipeline wait 2
integrated_0032,dwell_hold,32,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,166,3,0,13329,0,2,manual H4 trace decision 7; completion after N+3
integrated_0033,invalid_input,33,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,166,3,0,13329,0,2,invalid request does not advance H4 dwell
integrated_0034,invalid_complete,34,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,166,3,0,13329,0,2,invalid response after N+1
integrated_0035,reset,35,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,00000,0,0,independent reset before locked test trace
integrated_0036,valid_accept,36,0,1,1,0,32768,60948,49151,0,0,1,0,0,0,0,0,0,0,0,00000,0,0,locked test H4 trace decision 0
integrated_0037,pipeline_wait,37,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,00000,0,0,registered pipeline wait 1
integrated_0038,pipeline_wait,38,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,00000,0,0,registered pipeline wait 2
integrated_0039,valid_complete,39,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,172,1,1,1B516,0,1,locked test H4 trace decision 0; completion after N+3
integrated_0040,back_to_back_requests,40,0,1,1,0,32768,62914,49151,0,0,1,0,0,0,0,0,172,1,1,1B516,0,1,locked test H4 trace decision 1
integrated_0041,pipeline_wait,41,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,172,1,1,1B516,0,1,registered pipeline wait 1
integrated_0042,pipeline_wait,42,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,172,1,1,1B516,0,1,registered pipeline wait 2
integrated_0043,dwell_hold,43,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,188,3,1,1B516,0,2,locked test H4 trace decision 1; completion after N+3
integrated_0044,back_to_back_requests,44,0,1,1,0,32768,62914,49151,0,0,1,0,0,0,0,0,188,3,1,1B516,0,2,locked test H4 trace decision 2
integrated_0045,pipeline_wait,45,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,188,3,1,1B516,0,2,registered pipeline wait 1
integrated_0046,pipeline_wait,46,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,188,3,1,1B516,0,2,registered pipeline wait 2
integrated_0047,dwell_hold,47,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,188,3,1,1B516,0,3,locked test H4 trace decision 2; completion after N+3
integrated_0048,back_to_back_requests,48,0,1,1,0,49151,62914,16384,0,0,1,0,0,0,0,0,188,3,1,1B516,0,3,locked test H4 trace decision 3
integrated_0049,pipeline_wait,49,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,188,3,1,1B516,0,3,registered pipeline wait 1
integrated_0050,pipeline_wait,50,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,188,3,1,1B516,0,3,registered pipeline wait 2
integrated_0051,dwell_switch,51,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,244,0,0,13329,1,1,locked test H4 trace decision 3; completion after N+3
integrated_0052,back_to_back_requests,52,0,1,1,0,49151,62914,0,8192,0,1,0,0,0,0,0,244,0,0,13329,0,1,locked test H4 trace decision 4
integrated_0053,pipeline_wait,53,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,244,0,0,13329,0,1,registered pipeline wait 1
integrated_0054,pipeline_wait,54,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,244,0,0,13329,0,1,registered pipeline wait 2
integrated_0055,dwell_hold,55,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,241,1,0,13329,0,2,locked test H4 trace decision 4; completion after N+3
integrated_0056,back_to_back_requests,56,0,1,1,0,49151,62914,49151,0,0,1,0,0,0,0,0,241,1,0,13329,0,2,locked test H4 trace decision 5
integrated_0057,pipeline_wait,57,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,241,1,0,13329,0,2,registered pipeline wait 1
integrated_0058,pipeline_wait,58,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,241,1,0,13329,0,2,registered pipeline wait 2
integrated_0059,valid_complete,59,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,252,0,0,13329,0,3,locked test H4 trace decision 5; completion after N+3
integrated_0060,back_to_back_requests,60,0,1,1,0,49151,62914,32768,0,0,1,0,0,0,0,0,252,0,0,13329,0,3,locked test H4 trace decision 6
integrated_0061,pipeline_wait,61,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,252,0,0,13329,0,3,registered pipeline wait 1
integrated_0062,pipeline_wait,62,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,252,0,0,13329,0,3,registered pipeline wait 2
integrated_0063,valid_complete,63,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,248,0,0,13329,0,3,locked test H4 trace decision 6; completion after N+3
integrated_0064,back_to_back_requests,64,0,1,1,0,49151,62914,49151,0,0,1,0,0,0,0,0,248,0,0,13329,0,3,locked test H4 trace decision 7
integrated_0065,pipeline_wait,65,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,248,0,0,13329,0,3,registered pipeline wait 1
integrated_0066,pipeline_wait,66,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,248,0,0,13329,0,3,registered pipeline wait 2
integrated_0067,valid_complete,67,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,252,0,0,13329,0,3,locked test H4 trace decision 7; completion after N+3
integrated_0068,back_to_back_requests,68,0,1,1,0,49151,62914,49151,0,0,1,0,0,0,0,0,252,0,0,13329,0,3,locked test H4 trace decision 8
integrated_0069,pipeline_wait,69,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,252,0,0,13329,0,3,registered pipeline wait 1
integrated_0070,pipeline_wait,70,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,252,0,0,13329,0,3,registered pipeline wait 2
integrated_0071,valid_complete,71,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,252,0,0,13329,0,3,locked test H4 trace decision 8; completion after N+3
integrated_0072,back_to_back_requests,72,0,1,1,0,49151,62914,32768,0,0,1,0,0,0,0,0,252,0,0,13329,0,3,locked test H4 trace decision 9
integrated_0073,pipeline_wait,73,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,252,0,0,13329,0,3,registered pipeline wait 1
integrated_0074,pipeline_wait,74,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,252,0,0,13329,0,3,registered pipeline wait 2
integrated_0075,valid_complete,75,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,248,0,0,13329,0,3,locked test H4 trace decision 9; completion after N+3
integrated_0076,back_to_back_requests,76,0,1,1,0,49151,62914,49151,8192,0,1,0,0,0,0,0,248,0,0,13329,0,3,locked test H4 trace decision 10
integrated_0077,pipeline_wait,77,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,248,0,0,13329,0,3,registered pipeline wait 1
integrated_0078,pipeline_wait,78,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,248,0,0,13329,0,3,registered pipeline wait 2
integrated_0079,dwell_switch,79,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,253,3,3,0A2A5,1,1,locked test H4 trace decision 10; completion after N+3
integrated_0080,back_to_back_requests,80,0,1,1,0,49151,62914,49151,8192,0,1,0,0,0,0,0,253,3,3,0A2A5,0,1,locked test H4 trace decision 11
integrated_0081,pipeline_wait,81,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,253,3,3,0A2A5,0,1,registered pipeline wait 1
integrated_0082,pipeline_wait,82,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,253,3,3,0A2A5,0,1,registered pipeline wait 2
integrated_0083,valid_complete,83,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,253,3,3,0A2A5,0,2,locked test H4 trace decision 11; completion after N+3
integrated_0084,back_to_back_requests,84,0,1,1,0,49151,62914,49151,8192,0,1,0,0,0,0,0,253,3,3,0A2A5,0,2,locked test H4 trace decision 12
integrated_0085,pipeline_wait,85,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,253,3,3,0A2A5,0,2,registered pipeline wait 1
integrated_0086,pipeline_wait,86,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,253,3,3,0A2A5,0,2,registered pipeline wait 2
integrated_0087,valid_complete,87,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,253,3,3,0A2A5,0,3,locked test H4 trace decision 12; completion after N+3
integrated_0088,back_to_back_requests,88,0,1,1,0,49151,62914,49151,0,0,1,0,0,0,0,0,253,3,3,0A2A5,0,3,locked test H4 trace decision 13
integrated_0089,pipeline_wait,89,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,253,3,3,0A2A5,0,3,registered pipeline wait 1
integrated_0090,pipeline_wait,90,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,253,3,3,0A2A5,0,3,registered pipeline wait 2
integrated_0091,dwell_switch,91,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,252,0,0,13329,1,1,locked test H4 trace decision 13; completion after N+3
integrated_0092,back_to_back_requests,92,0,1,1,0,49151,62914,32768,8192,0,1,0,0,0,0,0,252,0,0,13329,0,1,locked test H4 trace decision 14
integrated_0093,pipeline_wait,93,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,252,0,0,13329,0,1,registered pipeline wait 1
integrated_0094,pipeline_wait,94,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,252,0,0,13329,0,1,registered pipeline wait 2
integrated_0095,dwell_hold,95,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,249,2,0,13329,0,2,locked test H4 trace decision 14; completion after N+3
integrated_0096,back_to_back_requests,96,0,1,1,0,49151,62914,32768,8192,0,1,0,0,0,0,0,249,2,0,13329,0,2,locked test H4 trace decision 15
integrated_0097,pipeline_wait,97,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,249,2,0,13329,0,2,registered pipeline wait 1
integrated_0098,pipeline_wait,98,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,249,2,0,13329,0,2,registered pipeline wait 2
integrated_0099,dwell_hold,99,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,249,2,0,13329,0,3,locked test H4 trace decision 15; completion after N+3
integrated_0100,back_to_back_requests,100,0,1,1,0,49151,62914,16384,16384,0,1,0,0,0,0,0,249,2,0,13329,0,3,locked test H4 trace decision 16
integrated_0101,pipeline_wait,101,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,249,2,0,13329,0,3,registered pipeline wait 1
integrated_0102,pipeline_wait,102,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,249,2,0,13329,0,3,registered pipeline wait 2
integrated_0103,dwell_switch,103,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,246,2,2,14399,1,1,locked test H4 trace decision 16; completion after N+3
integrated_0104,back_to_back_requests,104,0,1,1,0,49151,62914,49151,16384,0,1,0,0,0,0,0,246,2,2,14399,0,1,locked test H4 trace decision 17
integrated_0105,start_while_busy,105,0,1,1,0,49151,62914,49151,32768,0,1,0,0,0,1,0,246,2,2,14399,0,1,busy request rejected; active transaction preserved
integrated_0106,pipeline_wait,106,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,246,2,2,14399,0,1,registered pipeline wait 2
integrated_0107,dwell_hold,107,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,254,1,2,14399,0,2,locked test H4 trace decision 17; completion after N+3
integrated_0108,back_to_back_requests,108,0,1,1,0,49151,62914,49151,8192,0,1,0,0,0,0,0,254,1,2,14399,0,2,locked test H4 trace decision 18
integrated_0109,pipeline_wait,109,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,254,1,2,14399,0,2,registered pipeline wait 1
integrated_0110,pipeline_wait,110,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,254,1,2,14399,0,2,registered pipeline wait 2
integrated_0111,dwell_hold,111,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,253,3,2,14399,0,3,locked test H4 trace decision 18; completion after N+3
integrated_0112,back_to_back_requests,112,0,1,1,0,49151,62914,49151,16384,0,1,0,0,0,0,0,253,3,2,14399,0,3,locked test H4 trace decision 19
integrated_0113,pipeline_wait,113,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,253,3,2,14399,0,3,registered pipeline wait 1
integrated_0114,pipeline_wait,114,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,253,3,2,14399,0,3,registered pipeline wait 2
integrated_0115,dwell_switch,115,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,254,1,1,1B516,1,1,locked test H4 trace decision 19; completion after N+3
integrated_0116,back_to_back_requests,116,0,1,1,0,49151,62914,49151,16384,0,1,0,0,0,0,0,254,1,1,1B516,0,1,locked test H4 trace decision 20
integrated_0117,pipeline_wait,117,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,254,1,1,1B516,0,1,registered pipeline wait 1
integrated_0118,pipeline_wait,118,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,254,1,1,1B516,0,1,registered pipeline wait 2
integrated_0119,valid_complete,119,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,254,1,1,1B516,0,2,locked test H4 trace decision 20; completion after N+3
integrated_0120,back_to_back_requests,120,0,1,1,0,49151,62914,49151,8192,0,1,0,0,0,0,0,254,1,1,1B516,0,2,locked test H4 trace decision 21
integrated_0121,pipeline_wait,121,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,254,1,1,1B516,0,2,registered pipeline wait 1
integrated_0122,pipeline_wait,122,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,254,1,1,1B516,0,2,registered pipeline wait 2
integrated_0123,dwell_hold,123,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,253,3,1,1B516,0,3,locked test H4 trace decision 21; completion after N+3
integrated_0124,back_to_back_requests,124,0,1,1,0,49151,62914,49151,0,0,1,0,0,0,0,0,253,3,1,1B516,0,3,locked test H4 trace decision 22
integrated_0125,pipeline_wait,125,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,253,3,1,1B516,0,3,registered pipeline wait 1
integrated_0126,pipeline_wait,126,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,253,3,1,1B516,0,3,registered pipeline wait 2
integrated_0127,dwell_switch,127,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,252,0,0,13329,1,1,locked test H4 trace decision 22; completion after N+3
integrated_0128,back_to_back_requests,128,0,1,1,0,49151,62914,32768,8192,0,1,0,0,0,0,0,252,0,0,13329,0,1,locked test H4 trace decision 23
integrated_0129,pipeline_wait,129,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,252,0,0,13329,0,1,registered pipeline wait 1
integrated_0130,pipeline_wait,130,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,252,0,0,13329,0,1,registered pipeline wait 2
integrated_0131,dwell_hold,131,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,249,2,0,13329,0,2,locked test H4 trace decision 23; completion after N+3
integrated_0132,back_to_back_requests,132,0,1,1,0,49151,62914,49151,0,0,1,0,0,0,0,0,249,2,0,13329,0,2,locked test H4 trace decision 24
integrated_0133,pipeline_wait,133,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,249,2,0,13329,0,2,registered pipeline wait 1
integrated_0134,pipeline_wait,134,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,249,2,0,13329,0,2,registered pipeline wait 2
integrated_0135,valid_complete,135,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,252,0,0,13329,0,3,locked test H4 trace decision 24; completion after N+3
integrated_0136,back_to_back_requests,136,0,1,1,0,49151,62914,49151,0,0,1,0,0,0,0,0,252,0,0,13329,0,3,locked test H4 trace decision 25
integrated_0137,pipeline_wait,137,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,252,0,0,13329,0,3,registered pipeline wait 1
integrated_0138,pipeline_wait,138,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,252,0,0,13329,0,3,registered pipeline wait 2
integrated_0139,valid_complete,139,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,252,0,0,13329,0,3,locked test H4 trace decision 25; completion after N+3
integrated_0140,back_to_back_requests,140,0,1,1,0,49151,62914,16384,8192,0,1,0,0,0,0,0,252,0,0,13329,0,3,locked test H4 trace decision 26
integrated_0141,pipeline_wait,141,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,252,0,0,13329,0,3,registered pipeline wait 1
integrated_0142,pipeline_wait,142,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,252,0,0,13329,0,3,registered pipeline wait 2
integrated_0143,dwell_switch,143,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,245,1,1,1B516,1,1,locked test H4 trace decision 26; completion after N+3
integrated_0144,back_to_back_requests,144,0,1,1,0,49151,62914,0,8192,0,1,0,0,0,0,0,245,1,1,1B516,0,1,locked test H4 trace decision 27
integrated_0145,pipeline_wait,145,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,245,1,1,1B516,0,1,registered pipeline wait 1
integrated_0146,pipeline_wait,146,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,245,1,1,1B516,0,1,registered pipeline wait 2
integrated_0147,valid_complete,147,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,241,1,1,1B516,0,2,locked test H4 trace decision 27; completion after N+3
integrated_0148,back_to_back_requests,148,0,1,1,0,49151,62914,0,0,0,1,0,0,0,0,0,241,1,1,1B516,0,2,locked test H4 trace decision 28
integrated_0149,pipeline_wait,149,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,241,1,1,1B516,0,2,registered pipeline wait 1
integrated_0150,pipeline_wait,150,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,241,1,1,1B516,0,2,registered pipeline wait 2
integrated_0151,dwell_hold,151,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,240,3,1,1B516,0,3,locked test H4 trace decision 28; completion after N+3
integrated_0152,back_to_back_requests,152,0,1,1,0,49151,62914,49151,8192,0,1,0,0,0,0,0,240,3,1,1B516,0,3,locked test H4 trace decision 29
integrated_0153,pipeline_wait,153,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,240,3,1,1B516,0,3,registered pipeline wait 1
integrated_0154,pipeline_wait,154,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,240,3,1,1B516,0,3,registered pipeline wait 2
integrated_0155,dwell_switch,155,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,253,3,3,0A2A5,1,1,locked test H4 trace decision 29; completion after N+3
integrated_0156,back_to_back_requests,156,0,1,1,0,49151,62914,49151,0,0,1,0,0,0,0,0,253,3,3,0A2A5,0,1,locked test H4 trace decision 30
integrated_0157,pipeline_wait,157,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,253,3,3,0A2A5,0,1,registered pipeline wait 1
integrated_0158,pipeline_wait,158,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,253,3,3,0A2A5,0,1,registered pipeline wait 2
integrated_0159,dwell_hold,159,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,252,0,3,0A2A5,0,2,locked test H4 trace decision 30; completion after N+3
integrated_0160,back_to_back_requests,160,0,1,1,0,49151,62914,49151,0,0,1,0,0,0,0,0,252,0,3,0A2A5,0,2,locked test H4 trace decision 31
integrated_0161,pipeline_wait,161,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,252,0,3,0A2A5,0,2,registered pipeline wait 1
integrated_0162,pipeline_wait,162,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,252,0,3,0A2A5,0,2,registered pipeline wait 2
integrated_0163,dwell_hold,163,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,252,0,3,0A2A5,0,3,locked test H4 trace decision 31; completion after N+3
integrated_0164,back_to_back_requests,164,0,1,1,0,49151,62914,16384,0,0,1,0,0,0,0,0,252,0,3,0A2A5,0,3,locked test H4 trace decision 32
integrated_0165,pipeline_wait,165,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,252,0,3,0A2A5,0,3,registered pipeline wait 1
integrated_0166,pipeline_wait,166,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,252,0,3,0A2A5,0,3,registered pipeline wait 2
integrated_0167,dwell_switch,167,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,244,0,0,13329,1,1,locked test H4 trace decision 32; completion after N+3
integrated_0168,back_to_back_requests,168,0,1,1,0,49151,58982,16384,0,0,1,0,0,0,0,0,244,0,0,13329,0,1,locked test H4 trace decision 33
integrated_0169,pipeline_wait,169,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,244,0,0,13329,0,1,registered pipeline wait 1
integrated_0170,pipeline_wait,170,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,244,0,0,13329,0,1,registered pipeline wait 2
integrated_0171,dwell_hold,171,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,212,1,0,13329,0,2,locked test H4 trace decision 33; completion after N+3
integrated_0172,back_to_back_requests,172,0,1,1,0,49151,58982,0,0,0,1,0,0,0,0,0,212,1,0,13329,0,2,locked test H4 trace decision 34
integrated_0173,pipeline_wait,173,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,212,1,0,13329,0,2,registered pipeline wait 1
integrated_0174,pipeline_wait,174,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,212,1,0,13329,0,2,registered pipeline wait 2
integrated_0175,dwell_hold,175,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,208,1,0,13329,0,3,locked test H4 trace decision 34; completion after N+3
integrated_0176,back_to_back_requests,176,0,1,1,0,49151,58982,0,16384,0,1,0,0,0,0,0,208,1,0,13329,0,3,locked test H4 trace decision 35
integrated_0177,pipeline_wait,177,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,208,1,0,13329,0,3,registered pipeline wait 1
integrated_0178,pipeline_wait,178,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,208,1,0,13329,0,3,registered pipeline wait 2
integrated_0179,dwell_switch,179,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,210,1,1,1B516,1,1,locked test H4 trace decision 35; completion after N+3
integrated_0180,back_to_back_requests,180,0,1,1,0,49151,58982,49151,0,0,1,0,0,0,0,0,210,1,1,1B516,0,1,locked test H4 trace decision 36
